"V2","Length"
"SDCBP2-AS1",4058
"AC010971.1",692
"RP1-293L6.1",632
"LINC00444",215
"AC073283.4",3552
"RP11-445L6.3",427
"RP4-530I15.6",964
"RP1-92O14.3",661
"AC002076.10",527
"GPR50-AS1",1620
"RP11-112L6.2",616
"RP11-225H22.4",657
"AF015262.2",698
"HMGA1P4",334
"RP11-745C15.2",481
"AC060834.3",618
"RP11-143G3.1",378
"AC009965.2",570
"CTB-107G13.1",2725
"TMEM212-AS1",427
"AC007161.5",1496
"RP11-166B2.1",2719
"AC125421.1",2498
"LINC01287",3487
"AF241725.4",609
"FAM170B-AS1",2273
"HLA-B",3012
"RP11-428L9.1",366
"FOXP4-AS1",934
"C1orf140",4340
"RP11-120C12.3",706
"AC034228.4",562
"RP11-203H2.2",746
"LINC01496",460
"LINC01052",496
"RP11-503C24.1",449
"SLC25A25-AS1",6391
"LINC00412",420
"CTD-2666L21.1",1517
"RP11-335O13.7",380
"C11orf94",770
"RP11-125D12.2",772
"RP11-62F24.2",428
"LINC01103",1457
"LINC00458",2444
"RP11-483H20.4",470
"AC108448.3",293
"AC114730.7",668
"AC113607.3",589
"LINC01135",996
"RP11-90C4.1",4913
"RP3-400B16.1",2277
"AC092687.5",565
"AC003084.2",435
"RP11-526A4.1",2537
"IFNA17",980
"RP3-322G13.7",814
"LINC01239",2568
"CTD-3105H18.7",695
"LINC00676",474
"SLIT1-AS1",689
"HNRNPUL2-BSCL2",4001
"AC003958.2",4067
"RP11-547C13.1",419
"RP5-1097P24.1",439
"AL022344.5",3965
"RP3-439F8.1",2949
"LINC01032",276
"AC092660.1",371
"LINC00163",2155
"MIR155HG",1600
"CTA-407F11.8",939
"RP1-288L1.5",768
"Z82214.2",988
"RP1-278O22.2",729
"AC007879.2",1095
"APOC2",1263
"RP11-384C4.7",387
"RP5-994D16.3",601
"RP11-20F24.2",335
"AC064834.3",555
"RP11-85O21.5",581
"AP000344.3",1083
"AC018685.1",547
"AC010883.5",398
"AC012668.1",503
"AC023128.1",799
"GRID1-AS1",2100
"AC092839.4",377
"RP11-124O11.1",1714
"GTF3C2-AS1",3253
"LINC01524",4883
"AC104667.3",1656
"RP11-328K15.1",244
"RP5-837I24.2",643
"RP11-356I2.1",737
"RP11-124N14.3",706
"LINC00700",2767
"SHISA8",1405
"RP11-347D21.1",425
"RP11-272J7.4",453
"AC074389.7",454
"CITF22-24E5.1",549
"XX-C2158C12.1",806
"AC068538.4",654
"AC016745.3",508
"RP11-439A17.10",459
"RP11-195M16.1",450
"RP11-344B5.4",966
"AC093822.1",380
"RP11-140A10.3",798
"RP4-726F1.1",355
"SEMA3F-AS1",2949
"RP11-439E19.7",522
"AP001626.2",2854
"AC097468.7",553
"DPP10-AS1",995
"AC068580.6",2015
"MNX1-AS2",374
"BMP7-AS1",436
"RP11-61I13.3",6854
"C19orf81",888
"AC007395.3",434
"RP11-393I23.4",620
"AC098820.2",666
"AC016751.3",280
"LINC00940",2350
"MLIP-AS1",4032
"RP11-637O19.2",666
"RP1-150O5.3",456
"RP5-1166F10.1",2104
"AC010983.1",1028
"ZMYND10-AS1",250
"AC008175.1",3181
"AC009303.1",4282
"AC068138.1",1134
"AC012074.2",1809
"AC073842.19",342
"AC142528.1",974
"ZRANB2-AS1",967
"AC091153.4",428
"WI2-85898F10.1",805
"ID2-AS1",2060
"RP11-83A16.1",696
"LINC00330",2036
"ANKRD65",2644
"RP1-23E21.2",739
"RP11-80H5.9",1298
"LINC00094",5994
"ZSCAN31",4957
"AC010731.4",1403
"RP11-9M16.2",173
"BSN-AS1",461
"RP11-90L20.2",1809
"RP3-417L20.4",377
"DSCAM-AS1",1769
"AC128709.3",558
"AC068286.1",467
"RP5-1092A11.2",351
"RP11-374P20.4",2112
"AC003984.1",4276
"RP11-135D11.2",537
"RP1-60O19.1",6610
"RP1-65J11.5",1747
"RP5-857K21.2",635
"RP11-45I20.1",549
"AC114730.2",571
"RP5-865N13.2",818
"CTA-280A3__B.2",372
"TMEM30C",668
"AC087430.1",3699
"RP6-109B7.4",867
"AC009878.2",949
"C12orf75",2693
"LINC01440",3782
"RP1-12G14.5",378
"SMIM1",954
"LINC01366",985
"HGH1",2814
"LINC00601",1168
"RP5-1056L3.1",207
"RP4-537K23.4",526
"NUCB1-AS1",433
"AC009495.2",779
"PPP1R3E",5548
"CTA-109P11.1",475
"RP11-393N21.2",805
"RP11-127L21.1",256
"LINC01525",511
"RP11-121A14.2",308
"CTA-150C2.13",678
"FAM83C-AS1",352
"RP11-145M4.2",317
"RP11-459J23.1",821
"IGKV1OR2-1",354
"RP13-131K19.1",660
"RP1-151B14.6",630
"AC010982.2",465
"DANT2",2079
"RP11-122K13.12",626
"RP1-5O6.5",297
"RP13-392I16.1",708
"KDM4E",2339
"AL162759.1",602
"AF127577.8",781
"MCF2L-AS1",712
"RP11-526P5.2",1051
"RP11-70C1.3",1956
"RP4-796I8.1",280
"AC114814.3",663
"FLJ41941",2379
"AC137723.5",691
"RP11-575L7.8",390
"THRA1/BTR",1570
"RP1-79C4.1",1923
"LINC01281",1773
"LINC00957",2703
"AC012360.4",674
"AC007556.3",307
"AC016723.4",922
"AC114765.2",347
"AC005301.8",1241
"AC114730.11",584
"RP11-428G2.1",307
"LINC01621",481
"RP11-399E6.1",1468
"AC016292.1",235
"LINC01055",1721
"RPEL1",2130
"RP11-477D19.2",3088
"GS1-600G8.5",1557
"LINC00961",1612
"EPN2-AS1",1190
"RP11-204P2.3",384
"AC114808.3",432
"RP11-470L19.2",2351
"RP11-397C18.2",790
"TTTY4B",1346
"AC005808.3",381
"AC010149.4",692
"RP11-282O18.3",1756
"RP11-342M3.5",511
"AC006159.5",386
"AC006373.1",361
"RP11-91K11.2",447
"AC064865.1",348
"RP11-74K19.1",434
"LURAP1L-AS1",799
"RP11-142A5.1",202
"TOPORS-AS1",1885
"IQCF5-AS1",2000
"RP5-928E24.2",1135
"AC007652.1",562
"NEURL1-AS1",1017
"LINC01372",489
"AC006946.15",1354
"RP11-363D14.1",440
"UBE2R2-AS1",647
"GYG2-AS1",515
"JARID2-AS1",455
"AC097499.1",668
"LINC01221",662
"AC092415.1",850
"RP11-498P14.4",281
"AC010987.5",167
"AC012506.4",751
"AC073046.25",390
"RP4-639F20.1",1012
"AC079799.2",331
"TAB3-AS2",292
"RP4-756G23.5",2500
"AC011196.3",595
"AC012075.2",520
"AC009505.2",2166
"RP11-63P12.7",361
"RP5-1028L10.2",508
"HIPK1-AS1",3087
"AC087294.2",1519
"MSC-AS1",6284
"LINC00402",3340
"RP11-284P20.3",436
"RP11-532N4.2",5197
"AC009411.2",539
"RP1-230L10.1",719
"RP11-230B22.1",1228
"AC002310.12",1827
"RP11-334A14.8",1871
"AP000477.2",778
"NFAM1",5817
"LINC00533",537
"RP11-555H7.2",390
"RP4-800F24.1",368
"AC092580.4",243
"XXbac-B33L19.4",446
"AC008268.1",1119
"AC011247.3",233
"GNAS-AS1",3657
"RBMS3-AS1",554
"LINC01102",5098
"BARX1-AS1",1704
"NKX1-1",1236
"AF127936.9",5929
"AC013448.2",787
"RP1-158P9.1",731
"AJ239322.1",2209
"AC020743.4",360
"LINC00494",4204
"RP11-203P2.2",342
"AC090952.5",446
"RNF148",1304
"AC016644.1",434
"RP11-457D2.3",221
"LINC00484",3697
"RP1-69M21.2",1285
"RP11-242G20.1",576
"RP11-545I5.3",6116
"RP11-374M1.5",439
"LINC00345",285
"SAPCD1-AS1",461
"LINC00298",2610
"AC004593.3",798
"LINC00993",741
"AC116614.1",539
"CXorf51B",436
"LINC00894",6323
"DICER1-AS1",3722
"RP5-1097F14.3",1348
"ANKRD34C",4951
"DPP10-AS2",624
"MFRP",4064
"AC009299.2",3048
"AC007389.3",1656
"AC007349.5",872
"AC124997.1",2491
"RP3-522P13.3",745
"RP1-10C16.1",418
"PHACTR2-AS1",1699
"RP5-866L20.1",683
"RP11-439H9.1",312
"RP11-634B7.4",1882
"KIAA0040",4783
"HCG2040054",762
"LINC00607",5628
"AP001625.6",575
"AC023347.1",920
"DPYD-AS2",974
"AC079779.5",3312
"USP17L27",1593
"XXbac-BPG249D20.9",851
"RP3-333A15.1",749
"AL109767.1",564
"RP11-73M7.6",2216
"RP11-421L21.2",671
"HCFC1-AS1",350
"RP4-646N3.1",1180
"RP11-308B5.2",938
"RP1-125N5.2",557
"RP11-359J6.1",197
"RP5-1022P6.5",473
"LINC01073",149
"OLMALINC",2551
"LINC00837",4860
"SRGAP3-AS4",377
"BHLHE40-AS1",2717
"AC073333.8",648
"AC012363.13",555
"RP13-16H11.5",485
"RP11-272D20.2",569
"RMDN2-AS1",3282
"HS6ST2-AS1",550
"AC005540.3",919
"RP11-36D19.8",339
"RP11-338C15.5",2225
"B3GALT4",2356
"GSN-AS1",4763
"RP11-335O4.3",777
"ARHGEF7-AS2",1239
"RP11-59O6.3",406
"AC114776.3",4395
"LINC00941",2218
"AC023115.2",6480
"RP4-672N11.1",411
"RP11-763B22.6",408
"AF064858.8",1412
"TSPEAR-AS1",2355
"TM4SF19-AS1",2136
"LINC01564",566
"RP11-626E13.1",618
"CPB2-AS1",3954
"RBMS3-AS3",613
"APOA1-AS",563
"AC019055.1",443
"MACROD2-AS1",1781
"ASH1L-AS1",1209
"NEXN-AS1",2292
"LINC01553",4602
"RP5-1185H19.2",914
"AC007405.8",832
"RP11-123B3.2",435
"LCE6A",628
"EGOT",1464
"AC061961.2",432
"UBOX5-AS1",2027
"PNMA6A",2209
"AP000431.1",790
"RP11-472G23.10",880
"AC018816.3",1251
"AC004448.5",4193
"GPC5-AS1",461
"MORC2-AS1",2695
"RP3-470B24.5",1539
"RP11-97N19.2",366
"AC109642.1",2952
"AC007050.17",652
"AC011747.4",8956
"RP11-293F5.1",761
"RP3-332B22.1",2058
"ASMTL-AS1",1335
"RP11-195C7.1",579
"RP11-160E2.16",699
"PRRX2-AS1",429
"PATE3",1336
"RP11-323C15.2",423
"LINC01036",858
"RP11-269F20.1",751
"OR5H14",1080
"LINC00445",756
"AC019117.2",896
"RP3-467K16.7",727
"AC004920.3",482
"AC104777.2",2528
"MYCBP2-AS1",3382
"LL22NC03-86D4.1",757
"LINC01067",664
"LL22NC03-104C7.1",457
"RP6-191P20.4",2090
"RP1-117O3.2",1680
"RP5-1011O1.3",684
"LINC01072",431
"LINC01447",2761
"ELFN1-AS1",989
"RP11-217L21.1",149
"RP3-473B4.3",961
"LINC00545",411
"RP11-148B18.4",592
"RP4-639J15.1",432
"ZBTB22",2728
"AC010729.2",1746
"AC010127.3",5453
"AC013402.3",451
"RP11-62C3.6",333
"RP4-754E20__A.5",951
"AP000688.15",348
"RP11-733O18.1",976
"USP17L4",1593
"CT47A3",1298
"AP002856.4",635
"PTCSC2",204
"LINC01069",546
"RP11-27K13.3",1946
"RP11-89F3.2",381
"AC013727.2",545
"TMEM147-AS1",4859
"AC079988.3",544
"RP5-1100I6.1",534
"AC104076.3",265
"RP11-343J3.2",503
"AC092687.3",568
"RP11-268F1.3",761
"RP3-523C21.2",746
"IGHD1-1",17
"MIR7515HG",7129
"RP1-182D15.2",694
"LINC00353",685
"PRKX-AS1",516
"RP11-105N14.3",717
"AC002429.5",2569
"RP11-264I13.2",420
"KDM4A-AS1",1931
"GRM7-AS1",507
"LINC01376",2963
"RP11-306I1.2",492
"C10orf71-AS1",963
"AC104135.2",763
"AC009262.2",510
"AC006369.2",548
"RP11-645N11.3",333
"RP11-400N13.1",675
"AC017048.2",822
"AC091132.1",769
"MYO16-AS1",580
"RP4-799P18.3",388
"AC009404.2",4058
"DIAPH2-AS1",2309
"SHANK2-AS2",356
"RP11-263K19.6",568
"RP3-467L1.4",830
"AP006216.5",333
"LINC01361",1586
"Z82214.3",531
"NDP-AS1",737
"CLEC2L",2527
"AC013463.2",3006
"ZBED5",9029
"GACAT3",1330
"RP5-1099E6.3",699
"AC007563.1",3135
"RP11-340I6.7",1856
"MRGPRG-AS1",2012
"RP11-540N6.1",297
"AP001189.4",1426
"RP11-126L15.4",369
"LINC01241",1453
"RP11-316M21.7",578
"AC019117.1",837
"SLFN14",2889
"RP3-403L10.3",372
"RP3-486I3.5",421
"AP001605.4",954
"PPIAL4G",3856
"RP4-591L5.1",507
"RP3-430A16.1",369
"AC000099.1",1912
"RP5-1103B4.3",610
"RP11-59D5__B.2",1454
"RP11-346D19.1",597
"AC005220.3",884
"LINC00437",791
"RP3-503A6.2",400
"AC079584.2",464
"RP5-827C21.2",410
"GAGE12F",527
"RP11-525G13.2",1570
"RP11-440G9.1",2530
"CT47A1",1298
"RP5-865N13.1",2241
"RP11-15K3.1",981
"RP11-470F18.1",458
"AC084809.3",512
"RP11-394G3.2",777
"LINC00479",2114
"RP11-114M1.2",723
"RP11-307O10.1",408
"ITCH-AS1",299
"RP1-287H17.1",929
"RP11-25B7.1",579
"AC100848.1",651
"RP11-320G24.1",3120
"RP11-229P13.15",580
"TAS2R39",1017
"RP11-447M12.2",462
"VLDLR-AS1",4688
"RP11-476H24.1",664
"RP11-132N15.2",1008
"AC004535.2",449
"LINC01134",4064
"TSPY10",1941
"RP11-79M19.2",1524
"RP11-107M16.2",397
"AC097662.2",3652
"RP11-296A18.6",435
"AC012361.1",1498
"AP001891.1",921
"LINC00608",4023
"CT47B1",1328
"AC018890.6",3701
"AC067956.1",2062
"AC123023.1",555
"AC003092.1",1064
"RP11-523L1.2",1525
"LINC00427",430
"CTA-796E4.3",188
"RP11-795J1.1",622
"KCNMA1-AS1",7061
"AC007040.8",570
"AF127577.12",446
"AC002401.1",468
"AC002331.1",294
"RP1-156L9.1",840
"RP11-89N17.4",2385
"RP11-7C6.1",357
"RP11-66A2.2",2042
"AC107081.5",802
"LINC00896",2128
"AC079305.11",946
"SIX3-AS1",1151
"RP5-1050E16.1",928
"ATP13A5-AS1",476
"AC011284.3",856
"LINC01231",886
"RP11-707P20.1",1184
"RP11-162G10.5",826
"LINC01424",1031
"GPC6-AS1",698
"RP4-742J24.2",1831
"RP1-125I3.2",849
"RP5-945F2.2",758
"AL035610.2",4753
"AC003986.7",692
"AC006547.13",2267
"RP11-98L5.5",202
"AC008060.8",534
"AP001619.3",587
"RP1-118J21.5",785
"RNF217-AS1",4507
"RP11-443O13.3",336
"RP11-243J16.7",374
"AC006369.3",384
"RP11-162J8.3",130
"IGHD7-27",11
"RP4-669L17.2",1095
"AC023115.4",574
"ZNF853",3857
"AP000343.2",346
"RP11-46H11.12",555
"PITPNA-AS1",542
"RP11-252P19.1",1122
"AC016903.1",588
"RP11-35J1.1",570
"IFNA4",1194
"CTA-221G9.7",482
"RP11-175D17.3",617
"RP11-473A10.2",610
"DLX2-AS1",950
"AC005235.1",2966
"RP11-144L1.4",2597
"RP11-83J21.3",462
"RP11-108L7.4",342
"FRGCA",422
"AC114808.2",536
"POTEH-AS1",2566
"RP11-85O21.2",2146
"PRKG1-AS1",2873
"RP11-69I8.2",3017
"RP5-837I24.4",641
"AP000688.11",446
"LINC00347",3957
"AC068282.3",2690
"RP11-323H21.3",829
"ARHGEF38",7579
"LINC01010",2583
"MYB-AS1",449
"AC073316.1",982
"AC005592.1",2237
"RP11-478H13.1",517
"RP11-100G15.10",210
"OVAAL",1489
"RP11-63B19.1",1666
"RP5-1024G6.2",1227
"RP11-252M18.3",243
"RP11-203L2.4",516
"GAGE12B",117
"RP11-411K7.1",3227
"RP5-857K21.15",676
"LINC01282",880
"LINC01186",626
"AC004019.13",1960
"DNAJC9-AS1",3260
"MTUS2-AS2",1059
"AC019118.3",952
"CTAGE9",2334
"RP11-168P8.5",493
"RP5-1184F4.5",986
"INTS6-AS1",9866
"AC078941.1",2788
"RP11-96L14.7",1721
"LINC00299",4418
"AC006004.1",2145
"RP11-383C6.2",344
"RP11-534L6.2",335
"TCEB3-AS1",1347
"RP11-978I15.10",894
"LINC01563",750
"RP11-137J7.2",222
"RP1-249F5.3",595
"BCYRN1",13458
"LINC00529",241
"DMD-AS3",293
"AC024560.2",1471
"LINC00421",1054
"PCYT1B-AS1",275
"AC139712.4",639
"AC090617.1",404
"RP11-3P22.1",439
"AC007750.5",4157
"RP11-399K21.10",260
"RP11-239E10.2",613
"LINC01474",639
"AL121656.5",482
"AC105393.1",549
"CTA-992D9.6",2383
"NIFK-AS1",2551
"AC006378.2",636
"RP11-44H4.1",153
"AL157902.3",1091
"RP11-944L7.4",456
"LINC00106",592
"RP1-66N13.1",404
"LINC01554",2061
"AP001615.9",461
"AC018731.3",576
"AC007563.5",904
"RP11-38J22.1",271
"RP11-482E14.2",723
"RP11-128B16.3",432
"RP11-535C21.3",402
"AC113331.9",869
"RP5-1063M23.2",3004
"RP11-78B10.2",1506
"RP11-1008C21.2",1793
"RP4-651E10.4",522
"RP11-111D3.2",771
"RP11-408N14.1",443
"LINC01378",4047
"RP11-390F4.6",526
"AP003774.1",672
"RP3-329E20.2",723
"AC003092.2",446
"BAALC-AS2",513
"RP11-98G7.1",990
"RP11-154H17.1",363
"RP5-1051D14.1",595
"AC007359.6",3181
"RP1-261G23.5",348
"LINC01141",3394
"RP11-298E9.5",597
"RP5-1065P14.2",599
"C3orf84",883
"OR10G9",936
"LINC00614",645
"RP5-1195D24.1",833
"RP11-544A12.4",3028
"AC142119.1",1262
"RP11-433J20.1",2287
"EDRF1-AS1",1989
"WASF3-AS1",3040
"RP11-92J19.3",665
"GLIS3-AS1",734
"RP11-98G13.1",850
"AC010987.6",725
"CTA-984G1.5",385
"AC012314.8",4158
"GS1-433O24.1",382
"IGHD1-20",17
"RP3-486I3.7",2081
"RP11-16C18.3",1171
"AC008067.2",3357
"AC109589.1",618
"ZEB1-AS1",3831
"USP17L8",2370
"TTTY12",979
"PRMT5-AS1",3194
"AC015922.6",951
"RP13-436F16.1",373
"RP11-308N19.3",597
"RP4-550H1.5",616
"TTTY23B",512
"AC005550.3",3743
"RP11-168K11.2",395
"RP11-6J21.2",1264
"RP5-836J3.1",683
"EHMT2-AS1",373
"AC068134.6",576
"LINC01065",577
"RP4-669L17.10",4792
"RP11-365O16.6",1323
"AC018890.4",1879
"TAAR9",1047
"IGHJ3P",50
"LINC01056",1234
"HAND2-AS1",9829
"AC073254.1",3725
"RP11-351M16.3",273
"AC020594.5",338
"C4orf51",1036
"HUNK-AS1",616
"ZNF503-AS2",3348
"DLEU7-AS1",1806
"RP11-132E11.2",666
"CNTFR-AS1",1182
"AC007163.3",2050
"AC128709.2",626
"B3GNT9",2917
"RP11-415D17.3",2237
"AC007392.4",765
"AC147651.4",731
"NR2F1-AS1",7720
"RP11-337C18.8",3618
"RP11-85G21.2",156
"CDKN2AIPNL",1757
"IGHD1-7",17
"RP11-13E5.2",639
"RP11-569G13.2",1577
"AC104777.3",545
"PPEF1-AS1",430
"AC090505.6",4181
"RP11-109A6.2",2345
"ZNF295-AS1",1363
"TMEM26-AS1",863
"RP1-142L7.5",1509
"TRDD2",9
"AC022173.2",577
"MBD3L5",779
"LINC00987",2472
"RP11-193H5.1",3127
"TRBV30",447
"RP4-568F9.3",258
"AC068492.1",469
"AC010729.3",411
"LINC01519",2029
"AC009498.1",541
"CATIP-AS2",535
"LINC00851",734
"RP11-316I3.1",733
"AC004906.3",969
"CKMT1B",3470
"LINC01343",2283
"RP11-540K16.1",667
"AC007099.2",336
"TTN-AS1",20654
"RP4-680D5.2",2845
"GS1-124K5.4",540
"RP6-159A1.3",857
"RP11-475C16.2",438
"RP1-288L1.4",549
"AC019064.1",499
"RP11-439H8.4",1408
"AC113608.1",487
"RAI1-AS1",724
"RNF223",1902
"XIAP-AS1",482
"RP11-230L22.4",722
"RP11-567C20.2",858
"FTCD-AS1",500
"LINC01502",2746
"SYP-AS1",542
"AL132796.1",479
"RP11-763B22.4",314
"RP3-448I9.2",489
"LINC01358",6730
"PATE4",2882
"RP11-475I24.3",2579
"RP11-509J21.2",728
"TUSC8",1334
"RP11-334N17.1",349
"AC010907.2",693
"RP13-152O15.5",188
"UNQ6494",2430
"AC005703.2",343
"RP11-473M10.3",2034
"HOXD-AS2",1429
"RP11-165J3.5",641
"CTA-407F11.7",660
"OR4A47",1064
"RP11-402L1.4",411
"RP11-139I14.2",5586
"LINC01384",659
"PITRM1-AS1",4370
"AC006960.7",531
"LINC01304",3443
"RP3-471C18.2",357
"KB-1183D5.14",775
"AP001092.4",469
"PRSS56",2390
"RP11-321L2.2",687
"RP11-885N19.6",538
"RP11-305L7.3",506
"LINC01522",429
"FOXD2-AS1",2509
"RP1-159A19.4",283
"RP11-147C23.1",2240
"RP11-312B8.1",415
"CECR7",4354
"ZNF737",3539
"RGL2",4541
"CTA-520D8.2",379
"BHMG1",2749
"RP11-67L3.2",343
"LINC01351",607
"RP11-233E12.1",708
"RP11-554F20.1",1544
"RP11-280O1.2",4036
"RP3-461P17.9",355
"RP11-715G15.1",2190
"AC073115.6",555
"RP11-324C10.1",470
"XXbac-B135H6.15",684
"AC093911.1",552
"AC007557.2",430
"RP5-947P14.1",8646
"RP4-803J11.2",640
"AP000476.1",4970
"LINC00959",2843
"RP11-206L10.9",5517
"RP11-753B14.1",349
"AC010105.1",385
"RP11-356I2.4",4088
"RP11-526P5.1",332
"PKN2-AS1",3593
"UNC5B-AS1",707
"RP11-325F22.2",1034
"SHISA9",10155
"DGCR5",7448
"RP11-443B7.2",423
"OR7E24",1550
"LINC00857",2171
"AC012668.2",2028
"AF241725.6",480
"RP11-439K3.3",527
"RP3-449H6.1",473
"RP11-309M23.1",588
"AC012451.1",357
"LINC00383",817
"HLA-DQA2",1524
"IGHJ2P",60
"TTLL11-IT1",1052
"RP11-415A20.1",448
"KCND3-AS1",777
"LINC01497",720
"TTTY21B",307
"RP3-359N14.2",589
"RP4-620F22.2",324
"AC073284.4",404
"AC079776.3",2398
"AC097495.2",683
"LINC01514",1338
"AC005538.5",594
"LINC00407",295
"RP11-66D17.3",4122
"RP11-20J15.2",841
"IGKV1OR10-1",329
"AP000251.3",822
"RP11-112L6.3",1064
"RP13-143G15.4",6585
"AP001056.1",821
"RP11-343H5.6",358
"AF064858.10",292
"AP002856.7",569
"FAM138A",1219
"AC073257.2",528
"RP11-406A20.1",457
"AC104623.2",691
"FRY-AS1",1115
"AC007386.2",2928
"RP4-604G5.1",680
"RP11-462G2.1",397
"ERICH1-AS1",3677
"KIFC1",3345
"C2orf74",1515
"AP003025.2",4715
"AC073834.3",590
"RP5-968D22.3",519
"LINC00316",455
"GRM7-AS2",520
"LINC01115",1519
"AC080094.1",201
"GAGE12C",527
"TEX36-AS1",749
"RP11-360O19.4",1475
"RP5-1120P11.1",2296
"LINC00686",332
"AC007064.24",500
"IRGM",2271
"RP11-199F6.4",344
"TRBV3-1",391
"AC008937.2",619
"RP5-1018K9.1",568
"AC006000.5",842
"P4HA2-AS1",839
"RP3-400B16.3",266
"AC009095.4",1326
"AC011995.1",574
"AF064858.11",509
"RP3-453P22.2",744
"RP11-298E2.2",708
"AP000473.6",438
"DCTN1-AS1",3174
"AC002368.4",388
"RP11-624M8.1",3098
"AC007740.1",2999
"LINC01143",625
"AC079922.3",2022
"RP11-77M5.1",469
"RP11-278H7.3",567
"AC092657.2",239
"RP11-127O4.2",369
"AMY1A",2505
"RP11-3B12.2",1453
"FAM200B",4817
"LINC01370",822
"RP11-344N10.2",291
"AC092620.3",680
"AC003075.4",1607
"DDR1-AS1",3994
"RP11-54A4.2",665
"GFOD1-AS1",332
"C3orf79",580
"LINC01318",597
"RP11-472N13.3",347
"AC010894.5",457
"LINC00211",2595
"RP11-400K9.4",2387
"AC002066.1",1213
"AC002454.1",667
"RP5-974N19.1",371
"PHKA2-AS1",930
"AC159540.3",555
"AC133680.1",584
"AC016903.2",326
"AC092684.1",714
"RP5-940F7.2",740
"FAM231A",510
"RP1-67K17.4",444
"AC062020.2",801
"RP11-435O5.2",1404
"RP6-24A23.3",1498
"LINC00322",699
"RP3-393K13.1",351
"LINC01473",1450
"LINC00398",906
"AC096669.2",609
"DGUOK-AS1",865
"NALT1",1088
"AC005008.2",942
"RP4-739H11.3",471
"LINC01430",411
"SIRPG-AS1",2965
"RP11-181B18.1",948
"AC004543.2",369
"XXbac-BPG27H4.8",799
"RP3-393E18.2",2002
"NFIA-AS2",1843
"RP11-467D18.2",573
"AP000770.1",738
"RP11-288I21.1",1533
"AC093642.3",2854
"KCNQ1DN",1093
"LINC00649",14336
"RP11-570K4.1",613
"LINC00844",477
"RP11-7O11.3",557
"RP11-14O19.2",879
"CT47A5",1595
"FLG-AS1",7691
"RP11-126K1.6",618
"KCNMB2-AS1",1691
"RP11-338C15.3",473
"CELF2-AS2",1416
"RP11-503C24.2",455
"AP001046.5",2798
"CNTN4-AS1",2078
"AC010096.2",754
"RP11-159M11.2",705
"AC009227.3",511
"RP11-443B7.1",1666
"RP11-34P13.7",3726
"AC114752.1",289
"AC093110.3",1236
"RP11-732M18.2",143
"HTR3E-AS1",515
"RP11-38C18.3",756
"AC090505.1",464
"AC002480.2",2592
"RP5-1185K9.1",569
"AC138035.2",1838
"AF011889.2",655
"RP11-815M8.1",998
"RP11-699L21.2",566
"AC009133.12",4039
"RP11-316I3.2",466
"ZEB2-AS1",2683
"RP11-432J22.2",311
"SPATA3-AS1",3693
"RP11-329N22.1",1497
"TSPY9P",1160
"LINC01352",962
"LRRC37A2",6756
"RP11-513G11.3",1195
"LINC01625",1690
"RP11-19D2.1",388
"RP11-495P10.5",1918
"LINC01410",3038
"AP004372.1",509
"LINC01589",548
"LINC00426",3972
"RP11-483I13.2",2481
"MID1IP1-AS1",376
"RP11-667F9.2",164
"RP3-410C9.2",1352
"RP11-806J6.1",625
"MLK7-AS1",3049
"RP11-253A20.1",678
"BRWD1-AS1",691
"RP11-108M9.4",508
"RP11-415D17.4",461
"AC116366.5",999
"RP3-395M20.8",6137
"LINC01053",771
"AC068196.1",833
"RP11-322I2.1",293
"RP11-431J24.2",1219
"CD81-AS1",1542
"RP11-252M21.6",337
"RP11-656D10.6",546
"ENOX1-AS2",609
"LL22NC03-121E8.4",498
"RP4-719C8.1",682
"CTA-503F6.2",308
"PAXBP1-AS1",4046
"RP11-31F15.2",2459
"AC114752.3",404
"AC002465.2",349
"AC009312.1",592
"RP13-210D15.4",604
"AC005863.2",953
"AC093590.1",2473
"RP11-69L16.4",500
"RP11-522M21.2",271
"C9orf69",3396
"LINC00391",1844
"RP11-95P13.2",182
"RP11-575B7.3",683
"OR2W3",945
"RP11-575A19.2",499
"RP11-342D11.2",781
"RP11-46F15.2",622
"LINC00317",612
"LINC00707",3070
"RP11-229P13.19",686
"PAGE2B",507
"RP11-445J9.1",414
"RP3-436N22.3",677
"AC012360.6",2609
"AC068483.1",660
"BX470102.3",531
"RP11-436D10.3",688
"RP5-1164C1.2",168
"LINC01448",1171
"RP11-656D10.3",605
"RP11-431K24.1",2044
"RP11-94M14.3",831
"RP5-1121E10.2",578
"RP11-646E18.2",592
"RP11-747D18.1",1948
"NCK1-AS1",1429
"RP4-712E4.2",410
"RP11-379K17.4",7977
"TTTY23",512
"TXNDC5",4387
"CLRN1-AS1",3064
"RP11-384F7.2",554
"GATSL3",2746
"RP11-400L8.2",491
"RNF103",7599
"RBM14",3937
"RP11-615J4.3",411
"MORC1-AS1",564
"ATP6V1B1-AS1",1139
"LINC01119",2830
"LLPH-AS1",623
"RP11-492E3.51",382
"RP4-584D14.6",420
"RP11-4B14.3",818
"ALKBH6",4293
"ASB14",3232
"PCDHA13",5354
"LL0XNC01-237H1.2",1133
"AP001469.9",2277
"RP11-260O18.1",2017
"ST3GAL6-AS1",843
"RP1-76B20.12",244
"SIDT1-AS1",465
"RP11-508O18.1",1371
"CTD-2021J15.1",395
"AC007405.6",967
"KLHL41",2620
"RP11-514P8.2",541
"RP11-90K6.1",1262
"AC114765.1",754
