"Gene.name","Length"
"AC079441.1",40220
"Gm27032",1115
"Cfap161",20779
"Cdk8",71644
"Gm5654",474
"Gm15746",1026
"Gm8275",423
"St6gal1",135610
"Gm36660",63019
"Adck5",19458
"Ythdf1",16572
"Gm47752",9805
"Gm8513",1002
"Gm36435",5114
"Rdm1",8905
"Trove2",26278
"Gm13039",793
"Gm13038",458
"Gm47448",99953
"Zfp36l1",5259
"Prdm2",105604
"Dlgap3",67818
"Gm34466",21079
"Ube2f",40033
"Fam185a",57166
"Sec14l5",40162
"1300014J16Rik",1336
"Pygo2",4914
"Aatf",90667
"Thap11",1818
"Emilin3",5891
"Gm831",18330
"Gm28843",24660
"Inpp5e",12954
"Mrpl13",23654
"Gm15999",8858
"Gm14228",1107
"AC163352.1",11372
"Gm11841",1962
"Gm28837",695
"Gm7413",461
"AC164425.1",32979
"4930578M07Rik",1119
"Gm11843",424
"Asz1",58097
"Gm11195",794
"Gm10441",3471
"Gm18666",10524
"Olfr1081-ps1",944
"Gm4862",437
"Arl4d",2291
"Rbpj",191210
"Olfr1082",5554
"AC132127.1",477
"Sec22b",22086
"AC135964.2",36286
"Gm42413",15749
"Zic3",19036
"Hoxa11os",5406
"Pqbp1",4750
"Gm15292",802
"Gm8741",383
"Slc46a1",6362
"Gm27242",3326
"AC135964.1",61782
"Defa-ps8",1304
"Gm30929",5581
"Rai14",145655
"H2-Q2",4520
"Gm48072",3008
"Gm45662",2097
"Gm36243",14097
"Gm16143",1864
"Naa16",65509
"Gm45428",1788
"Gal3st2b",24339
"Gm3839",75991
"Pbld2",34498
"Rnaseh2c",1566
"Rpgrip1l",96232
"Hoxa11",3704
"Kctd9",26373
"Gm28838",314
"Dhx8",34439
"Gm28839",3347
"Gm43682",2089
"Hirip3",3405
"Mtbp",69015
"AC129178.1",86801
"H2-Q3",983
"Gm20866",695
"Gm49423",186
"Gm12108",5967
"AC165344.1",3403
"Gm49424",159
"Pikfyve",92012
"Tnni3k",269116
"Gm12109",696
"Birc7",4987
"Nutf2",18750
"Gm37977",720
"Gm16303",389
"Ano2",349707
"Dcc",1092331
"Dennd5a",66690
"Il9r",12738
"Pbld1",17800
"Gm28796",695
"Gm11131",3271
"Nat8f7",6478
"H2-Q4",5673
"Tssc4",1844
"4933406B17Rik",7288
"Tpst2",38670
"Ica1l",60694
"Gm15739",871
"Gm20894",26160
"Gm20868",692
"Gm18806",1971
"Gm28440",3238
"Gm6195",356
"Smtnl1",11476
"Gm28844",10331
"Pmpca",7783
"Csf1r",26577
"Sgk3",102738
"Pold2",6112
"A630081D01Rik",1832
"Nat8f3",33241
"Ceacam18",14588
"Gm14341",12348
"Bicdl1",83446
"Scnn1g",33996
"Nkain4",19927
"Alms1-ps1",34601
"Rammet",6566
"Gm10389",11358
"Gm14397",4557
"Tesk2",85008
"Gm35960",1014
"Cdh22",123346
"Sav1",21990
"1700112L15Rik",509
"Gm18252",186688
"Ccdc113",24805
"Gm8834",564
"Zfp26",31713
"Gm47044",265
"Rbm12b1",6467
"C8a",60719
"Gm19967",8094
"Gm18729",620
"Gm49113",6246
"Parvb",83645
"Defa3",968
"1700054O05Rik",6569
"Gm49114",2429
"Gm12322",388
"Gm12714",8945
"Ermn",7751
"Map4k5",89450
"Gm49115",272
"Amd2",3217
"Gm13115",1280
"Nup88",26915
"Gm18829",2061
"Snrpert",278
"Gm14233",1290
"Gm49116",21610
"Gm9630",884
"Gm49446",15985
"Fam117b",72340
"5730521K06Rik",1607
"Gm47046",10140
"Rnf24",54828
"Mylip",22280
"Gm37727",818
"Galnt5",47976
"Sbk3",5908
"Gm29680",37925
"Trav6d-4",479
"Gm49200",41464
"Dnajc9",4272
"Gm49425",1341
"Aebp1",10141
"Gm47048",619
"Siah3",73726
"Gm47049",5336
"Gm48752",2868
"Trav7d-4",639
"Gm37054",542
"Mybpc1",86873
"Gm5120",2413
"Gm37368",3211
"2810032G03Rik",40761
"Gm47520",57970
"Gm12986",966
"Gm5408",746
"Gm37708",894
"Gm48738",388
"Atp2b4",101584
"Gm37531",5414
"Trav8d-1",548
"Gm28064",1203
"Gm37890",3991
"Gm13562",19307
"Gm7901",1596
"Gm38171",4502
"Gm38270",406
"Trav9d-1",461
"Acap3",15429
"Gm37851",888
"Nudt16",2921
"Iqcm",535809
"Snapc4",17888
"Chd6",162097
"Gm49118",522
"Gm5652",1007
"Ntsr2",6845
"Mid1",320537
"Gm47054",2174
"Gm49119",416
"Hs3st5",327583
"Agtpbp1",139485
"Tmprss3",19703
"4930557F08Rik",43430
"Gm8019",586
"H2-Q5",3674
"Matn2",129596
"Cav2",7930
"Zfp579",12675
"Toe1",13330
"Olfr1083-ps",942
"Olfr1084",960
"Gm37849",1880
"Tex46",2789
"1810063I02Rik",390
"Gm49196",597
"Efhc1",39215
"Gm44258",300
"Parg",95601
"BC039966",2870
"Pde4a",47534
"Olfr1085",8354
"Ywhah",9150
"Cav1",35117
"Ptpro",210914
"Gm13803",488
"Gm13291",2061
"Gm13293",4623
"Rrp15",28380
"Lactbl1",16489
"Slc24a4",138358
"4933403L11Rik",1120
"Gm37730",2210
"Adarb1",127544
"8030442B05Rik",60135
"Gm45438",563
"Baat",17135
"Gm48599",328
"Gm14634",59214
"Med9os",1253
"2010010A06Rik",8674
"Nagpa",8723
"Klhl28",26701
"Gm26782",10279
"Ing3",26467
"Fmo4",20784
"Mrpl50",8497
"Gm42800",11597
"A430005L14Rik",4688
"Gm48873",1104
"Pank2",36693
"Gm29591",607
"Gm20544",1756
"D830026I12Rik",12401
"Gm13324",938
"Gm43849",214
"Tep1",46501
"Nebl",387555
"Gm21726",391
"Gm36966",412
"4933430L12Rik",1562
"Cyb5rl",21280
"Dedd2",20700
"Gm15581",178781
"Snta1",31786
"Gm20703",1380
"Rpl35a-ps5",332
"Gm7459",1795
"Gm13804",171
"Gm8419",411
"Pbxip1",14246
"Ccdc163",42697
"Boll",114811
"Mmgt2",17690
"Styk1",54455
"Atp1a2",26355
"3110040N11Rik",7296
"Gm16339",2100
"CT009715.1",1880
"Smad7",28406
"Gm26510",50647
"Gm43431",339
"Cilp2",7318
"Stat5a",25818
"Adamts6",208860
"Gm28864",643
"Vps33a",44379
"Gm9320",22545
"Gm7721",545
"Gm5457",332
"Gm48515",2484
"Gm12829",6791
"Gm48526",5395
"Tgif1",9341
"Alms1-ps2",29664
"Gm12962",30797
"Gm12830",34444
"Gm19077",963
"Fuz",6552
"Card9",8742
"9130410C08Rik",85698
"Gm43739",403
"Gm28938",3235
"Gm5309",676
"G530011O06Rik",3874
"Gm5761",833
"Ccdc169",35596
"Fam92a",18606
"Gm45845",581
"Gm15726",6185
"B230311B06Rik",4510
"Gm45016",5208
"Gm15247",1138
"Gm45897",5342
"Btbd1",37357
"Gm15743",1900
"Ambn",12540
"4933400A11Rik",3378
"Gm8420",597
"Gm47521",258
"Fbln1",80586
"Gm18518",999
"Bdh1",36621
"Gm19235",1002
"Cox19",15229
"Igkv11-118",466
"Zfp189",10341
"Defa5",936
"Atp6ap1l",21922
"Igkv1-117",781
"Gm8557",474
"Gm15300",780
"Med9",13999
"Gm48756",284
"Gm29299",26207
"Rasd1",1763
"Gm14665",556
"Nubpl",215007
"Ubash3a",34329
"Gm30127",7463
"Gm14666",842
"Gm12945",1638
"Ppp1r3g",11549
"Tekt2",3567
"Gm43133",462
"Timm10",3216
"A430105J06Rik",3525
"Gm15039",874
"Gm13806",324
"Gm44475",423
"Gm7889",10463
"Gm44740",1613
"Gm29235",483
"Foxd2",2591
"Hic1",4954
"Gm47455",329
"Gm43171",290
"Prss54",17271
"Olfr210-ps1",904
"1700080E11Rik",1750
"Gm43170",727
"Gm15042",882
"1700023G09Rik",3179
"Gal3st2c",26638
"Igkv2-116",732
"Fbln2",60085
"Gm8292",395
"Foxd2os",12710
"Igkv1-115",301
"Hdac2",27345
"Gm37284",538
"Gm37583",2486
"Igkv11-114",466
"Fcnb",8507
"Gm38279",1130
"Zscan4a",4815
"Neu4",7883
"Gm15045",882
"Etv4",15629
"Snrnp25",3569
"Gm14524",682
"Gm14649",323
"Gm18781",923
"Tbrg1",8549
"Gm14647",679
"AA414768",1256
"Spert",10239
"Gm14645",416
"9430069I07Rik",8821
"Gm14534",356
"Scnn1b",53476
"Gm7203",10226
"Gm28937",694
"Enam",18074
"Defa27",935
"Gm12281",297
"Gm43163",441
"Gm13292",999
"Dnajb4",31791
"Stpg2",504605
"Tmem210",1044
"Fbxo36",60646
"Tgfbr1",61709
"Shisa9",286789
"Gm13809",627
"Rpl31-ps20",377
"AC159282.1",176763
"Nat8f5",3754
"Gm7435",14157
"Nat8f6",12930
"Ppp1r1c",110716
"Rbbp5",28294
"Gm37738",4715
"Gm27216",14059
"Gm13296",996
"4930488N24Rik",1526
"Gm38374",2032
"Cdkl1",44419
"Dkk1",3802
"Alg13",56646
"AC151292.2",429
"Acad8",25431
"Siae",93957
"Gm5087",127250
"Igsf8",58200
"Cacnb3",13689
"Gm28936",614
"Trip12",119327
"Nolc1",9667
"5730405O15Rik",3282
"Dact2",9252
"Cog7",102348
"Yjefn3",14924
"Gm4903",404
"1700016P03Rik",5073
"Gm21642",695
"Dph1",13598
"Gm2451",998
"Gm21804",692
"Cwh43",47360
"4930512B01Rik",50191
"Ndufa13",8378
"AC151292.1",12201
"Pnck",4123
"Sppl3",87653
"Gm19144",2409
"Igsf23",13451
"Gm47776",426
"Dnajb12",19746
"Atl1",73803
"Lyrm4",139131
"Kirrel2",10156
"Tssk6",1334
"Gm6543",807
"Atxn7l2",8712
"Gm8539",500
"Tspan17",7399
"Gm17210",2050
"Fbxl13",161787
"Gm7707",1155
"Ybx3",23621
"Gm37173",9507
"Gm48765",182998
"AC132235.3",1455
"4933436N17Rik",1435
"Gm41336",4683
"Gm48769",336
"9930012K11Rik",5097
"AC132235.1",726
"Gm46409",40257
"Gm49019",3776
"Wee2",27725
"AL592112.1",1484
"Olfr993",944
"Ccdc74a",4268
"Gm11210",19756
"Gm8277",599
"AY702103",7108
"Gm48767",6170
"Gm11211",4021
"Gm48766",4561
"Gm46499",419
"Nrn1",9770
"Gm11481",254
"Gm44651",371
"Gm11480",658
"Gm43013",246
"Dazl",14241
"Olfr1086",3874
"Gm38941",528
"1700065L07Rik",34035
"Duxbl1",11511
"Rela",10647
"Ccdc106",40232
"4931417E11Rik",1094
"Gm49122",281
"Gm29753",484
"Gm3809",1005
"Gm6479",1026
"Gm13827",371
"Gm41276",7797
"C730045M19Rik",1314
"Gm48763",833
"Gm13338",360
"Gm49126",52993
"Mettl18",2354
"Gm30177",2001
"Pih1d3",1450
"Tmed10-ps",659
"Gm6316",1019
"Gm45652",3830
"Gm48770",19011
"Svet1",3939
"Gm18030",730
"Foxe3",866
"Gm14650",888
"Krt84",7794
"Gm19221",1582
"1700092C17Rik",6289
"Gm16436",2551
"Unc5d",572919
"Gm15043",1542
"Gm47431",46766
"Gm3086",6327
"Fars2",608868
"Mrps16",4330
"4930453C13Rik",864
"Emid1",45992
"Gmpr",46356
"Mex3c",19531
"Gm7785",891
"Siglece",9091
"Gng4",43837
"Pgm3",17465
"Gm7071",461
"Gm21286",2741
"Gm35135",4870
"Ovca2",2893
"Cmpk1",27905
"Gm2611",604
"Gm8435",791
"Mup-ps9",2708
"4930550L24Rik",10944
"Gm48106",8124
"Gm13356",334
"Gm12368",433
"Gm12365",567
"Mup13",3979
"Gm4850",558
"Gm44973",17601
"Gm48108",774
"Gm29807",371
"Gm28645",563
"2610528A11Rik",11882
"Fiz1",7638
"Ints10",37738
"Gm6489",695
"Gm10307",1860
"Mup-ps10",2716
"Gm35188",85083
"Spic",10243
"Il1rl1",35845
"Rabgef1",42544
"Sarm1",25424
"Arhgap5",68003
"Naga",9393
"Gatad2a",89308
"Cbfa2t2",102875
"Spa17",10432
"Ndufb3",9580
"Lrrc6",121052
"Apbb1ip",101559
"4930563M21Rik",47961
"Atxn1",415253
"Zfr2",18968
"Cdhr3",59079
"5330411O13Rik",2378
"Slc22a17",6828
"D7Bwg0826e",3794
"Defa29",1133
"Gm19187",891
"Gm2214",329
"Tkt",26361
"Psma3",21726
"AC087898.5",451
"Ap2a1",29123
"Magt1",43822
"Gm14821",434
"Gm18132",1299
"Gm14655",577
"BC005624",10024
"9230117E06Rik",6201
"Lrrc17",32345
"Micu2",83001
"Igkv2-113",763
"CT009715.2",330
"CT009627.1",269
"Zfp526",6082
"CT009627.2",3413
"Gm16519",488
"Gm8750",2928
"CT009627.3",566
"Gm38063",341
"AC154187.3",796
"Gm15651",2596
"AC154187.1",3919
"H2-Q6",5205
"AC060761.1",59223
"Ccni",24562
"AC087898.2",2150
"Dgkg",188760
"Gm7836",431
"Gm45133",2772
"1700034B16Rik",1271
"Zfp580",2185
"AC087898.1",272
"Plcl2",179081
"Tram2",82930
"AC154538.2",14582
"AC167169.1",3428
"Ldoc1",1458
"Zfp287",31549
"Zfp865",16392
"AC154538.1",50108
"Gm29298",695
"Gm47460",5634
"Lingo2",1245100
"Gm18064",3581
"Syce2",16110
"AC087898.4",315
"Gm29092",314
"Dscam",579912
"Gm7327",651
"Gm37912",3075
"Gm6743",1065
"D1Pas1",3211
"Gm29091",3334
"Ghitm",15180
"Gm7334",755
"H2-Q7",4618
"Pelo",1831
"Zfp784",4007
"Olfr70",6023
"Ctsr",5052
"Gm40304",971
"Usp51",2947
"Gm10734",1486
"Gm49395",66648
"Trip6",4750
"2310015A10Rik",12298
"Zfp524",4073
"Gm12430",1321
"Gm18638",4068
"Tbc1d5",446228
"Dopey1",88769
"Gm12370",805
"Itga1",148868
"Gm15844",575
"Gm29122",3237
"Zscan4b",4310
"Gm32693",3606
"Gm12369",941
"Slc10a6",23692
"Gm15920",401
"Gm15510",10167
"Gm18038",484
"Smad4",64771
"Gm9911",2801
"Gm43678",653
"Gm15921",482
"Gm46123",7819
"Gm4863",1380
"Gm19680",1512
"Gm45279",390
"Gm5912",1437
"Gm19184",927
"Olfr1087",11160
"Gm13050",1344
"Gm19571",372
"Gm19080",549
"Erich6b",24878
"Gm47605",269
"Gm7786",435
"Nat8",1694
"Gm31211",252
"Gm2986",381
"Olfr1088-ps1",862
"Paxx",5953
"Gcdh",7528
"C87114",894
"Gm45447",5447
"Gm29297",3237
"Dennd4c",102048
"Gm49127",20730
"Gm43681",1902
"Timm17b",8994
"Gm28287",1634
"Cdh9",128338
"Gm43049",68666
"Mageh1",1409
"Olfr1089",1117
"Gm7789",7943
"Pdpn",32133
"Smim12",4025
"9530051G07Rik",35286
"Ddit4",2165
"Gm4374",423
"Gm13841",482
"N6amt1",14557
"Gm19058",597
"Gm2693",8439
"Myom1",124223
"Gm31747",22564
"Gm14243",37513
"Mtrf1",25815
"Gm29138",347
"Gm14242",591
"Slc22a15",68677
"AC125371.1",6427
"Gm8531",892
"Gm38619",2372
"AC161376.1",3390
"Gm28882",313
"Gm13371",1482
"Gm7910",834
"1700003L19Rik",48074
"AC161376.2",3024
"Tfcp2l1",57223
"AC126055.1",21244
"Ntf3",65498
"F730016J06Rik",32254
"Kit",81806
"Pemt",75875
"4930414F18Rik",316851
"Hmgb1-ps4",634
"Gm8752",3070
"Ptprc",112847
"Gm6327",1334
"Clrn2",10398
"Srrd",5648
"Gm11927",1176
"H2-Q10",4474
"3110056K07Rik",24217
"Gm11928",436
"Klhl7",60187
"Gm18122",903
"Olfr1090",6269
"Gm48608",573
"Gm11929",944
"2410152P15Rik",56877
"Gm6214",540
"Gm43276",363
"Urah",2948
"Atoh7",1628
"Det1",25716
"Gm32754",12461
"Zscan4c",4802
"Gm14968",1485
"Gm18958",2129
"Gm16295",904
"Vmn2r-ps62",1016
"Gm18834",861
"Gm18688",1858
"Itga9",294313
"Gm5270",1001
"Gm47971",2076
"Olfr1091-ps1",594
"Alg2",9266
"Gm11348",317
"Gm31393",5681
"Gm38056",5026
"4930590L14Rik",1371
"Dcdc2a",154702
"Gm6155",340
"Gm5203",820
"Zfp618",174135
"Plcl1",348364
"Tmem14a",11592
"Pdha2",2351
"Gm5396",531
"Kbtbd7",4525
"Spata20",7275
"Gm43546",942
"Olfr1092-ps1",397
"Gm26960",714
"Gm12721",267
"1700011D18Rik",276
"Rad51d",14180
"Fyb2",103407
"Gm21462",695
"Kbtbd6",2983
"Foxr2",14075
"Gm15302",2629
"Tmc5",77789
"Gm37382",1595
"Rhod",13973
"Gm6644",950
"Gm29199",774
"Tmem102",2021
"Gm14890",675
"Gm29200",3236
"Olfr291",6059
"Tfip11",11715
"Fgf13",505926
"Gm29201",430
"Rec8",7358
"Clic3",1938
"Gm45327",564
"Tle3",46131
"Gm12630",783
"Gm45395",558
"Gm21470",695
"Tpi-rs9",774
"Lama3",249194
"Zscan4-ps1",4552
"Blvrb",18166
"Gm28366",614
"Olfr1093",5137
"1700016H13Rik",7971
"Esrra",10836
"Gm45785",38244
"Gm18078",591
"Esyt2",109854
"Gm21752",695
"Gm38224",2099
"Eef1g",11438
"Gm18301",887
"A930001C03Rik",9329
"Gm33601",960
"Stat4",120041
"Sirt3",18643
"Gm39566",4333
"Spem2",1899
"9530018H14Rik",1242
"Syt12",31539
"Gm15549",621
"Ppp2r2cos",3284
"Gm28365",3237
"Gm13808",183
"Gm42506",149
"Cyb5r4",55760
"Bach2it1",14074
"Prkg1",1197482
"Ppp2r2c",86565
"Gm13811",255
"Bach2",347304
"Dffb",10677
"Glrb",70061
"Prdx5",3409
"Pgam1-ps2",764
"Gm43826",2611
"Pdcd1",14248
"Gm15689",20011
"Gm3724",348
"Pou5f1",4754
"Lrrc26",1265
"Gm15688",7357
"Gm43389",2594
"Unc5c",369708
"Tecta",70310
"Gm7891",842
"AC110168.1",291
"Gm7895",1172
"Gm7439",834
"Grin1",28006
"AC154488.1",10629
"Gm45900",408
"Gm7444",2427
"4930440C22Rik",5389
"Gsdmc",32791
"Rps26-ps1",448
"AC151267.1",429
"Gm36546",473
"AC151267.2",581
"Gm12948",681
"Bach2os",12028
"Wwp2",122230
"Gja4",2618
"Smarcal1",49883
"Rcn2",20037
"Pabpc1",14007
"Mup15",3953
"Gm7151",6719
"Gm17530",471
"Khdrbs2",485854
"Gm18927",315
"Gm37659",110
"3110083C13Rik",4374
"Gm6332",682
"Gjb3",5609
"Trmt112",1351
"Mup14",3977
"Olfr994",7071
"Gm11472",555
"Hoxa13",3186
"Gm10157",342
"Gm11471",197
"Rragb",31962
"Kif9",48221
"Matk",10430
"Ctdspl",117545
"Gm16080",15901
"Bet1l",4183
"Gm19553",1474
"Gm7558",1164
"4930590H14Rik",550
"Gm28177",78826
"Gm32567",6506
"Gm35920",13712
"Oxr1",413566
"Gm6619",5093
"Nudc-ps1",550
"Gm44993",34177
"Usp9x",101830
"Gm8018",2970
"Gm39043",23638
"Fam207a",29124
"Boc",73848
"Gm37110",1627
"5430401F13Rik",67363
"Gm45492",287
"Gm9839",1436
"Olfr995",6111
"Gm39154",8904
"Gm37911",1544
"Krt82",9453
"Gm37999",1808
"Gm13594",919
"Pdlim2",13463
"Olfr141",5884
"Stat1",42425
"Gm5415",3608
"Gm14291",1223
"Mup17",3942
"Gm37792",3412
"Kcnb1",94186
"Olfr1094",5619
"Gm12371",35066
"Trav6d-5",468
"Cobll1",151064
"Gm5204",850
"Mypn",88157
"Gm9012",594
"F13b",22050
"Olfr1095",926
"Zfp941",14729
"Tmem35a",10744
"Tmem71",34891
"Nrp1",144759
"Mup16",3939
"Fgf9",42173
"Gm7069",1007
"Gm45742",432
"Gm2415",36380
"Psmd13",16675
"Gm45741",1113
"Rpl7a-ps8",800
"Igkv4-57",525
"1110018N20Rik",4106
"Gm45740",422531
"Keap1",9631
"Gm7990",592
"Gm18560",1122
"Gm45798",6497
"Gm37119",388
"Igkv13-56-1",208
"Gm6853",5928
"Alpk2",128359
"Trav10d",562
"Gm45490",2477
"Gm47629",5024
"Sohlh2",27929
"Gm47974",3153
"Gm45489",30828
"Trav6d-6",437
"Arfgap1",15301
"Mup-ps11",6687
"Sertad3",3596
"Gm31518",28087
"Ptgis",48799
"Gm13723",5791
"Hottip",4828
"Gm17109",357
"Mup-ps13",2743
"4933433F19Rik",7180
"Trav11d",555
"Gm28939",314
"Gm28467",317
"9130227L01Rik",41087
"3110009M11Rik",891
"Gm44294",727
"Mup-ps12",2708
"Gm44531",1999
"Gm8282",482
"Gm16571",5151
"Trav7d-5",529
"Defa-ps16",170
"Gm36986",352
"Gm44530",3558
"Zfp958",17064
"Lap3",19317
"Defa2",980
"Gm29389",351
"Gm30467",13247
"Sertad1",3406
"Evx1",4880
"Vmn2r65",28550
"Rps23",1992
"Gm1587",5023
"Defa33",980
"1700003I22Rik",1225
"Tlnrd1",4432
"Sele",9443
"Shisa5",19212
"Defa36",980
"Impg2",69443
"Evx1os",6443
"Gm45252",396
"Vtn",3233
"4833423E24Rik",35430
"Gnrh1",4258
"Atg10",288612
"AC154187.2",28089
"Olfm1",37744
"Ctu1",6282
"Krt90",10594
"Kcnj5",29643
"Myl12a",9222
"Gm4927",1317
"Gm26789",3507
"Gm19337",1583
"Gm16754",7675
"1700041C23Rik",10833
"Herc4",74068
"AU021092",10476
"Gm43798",393
"5730403I07Rik",33006
"Gm15653",906
"Gm4873",1202
"Gm38231",346
"Gm12372",767
"Marcks",5545
"Sptan1",65891
"Gm44730",2954
"Gjb4",2995
"Olfr71",5693
"Igkv2-112",725
"Cbx6",10792
"Rpl23a-ps6",467
"Gm15305",792
"Prkaa2",80016
"Gabpb1",48895
"Gm4737",2092
"Gm49128",51600
"Gm3678",491
"Angptl4",7825
"Wbp4",21583
"Gm7441",2008
"Gm10537",1697
"Gm48619",103547
"Igkv14-111",480
"Mesd",17066
"Gm12374",83112
"5930403N24Rik",11913
"Gm28441",3183
"Gm47882",31445
"Lrcol1",11364
"Gm7446",1239
"Igkv1-110",782
"Gjb5",3372
"Spem1",1304
"Tmem41b",14742
"Gm2638",2007
"Gm9204",946
"Atp2c1",123780
"Ceacam20",25692
"Gm18532",415
"Gm45746",2446
"Gm12375",9837
"4930543K20Rik",354
"Gm43007",290
"Gm41277",6285
"Ifnl3",1486
"Gm47381",15578
"Gm12947",419
"Gm42612",727
"Gm49528",3848
"Gm4130",969
"Ssbp1",13348
"Gm21477",26096
"Gm26535",42166
"Gm12378",1460
"Defa-ps18",935
"Gm4157",678
"Cep57",19315
"Gm48312",597
"Gm1758",7121
"Gm49493",4135
"Gm3774",434
"Cwc27",186002
"Samd4b",198622
"Gm13323",1150
"Scgb1a1",4322
"Itgb1",47546
"Elf1",101300
"Dnajc15",54444
"Ago3",97852
"Cts6",8278
"Slirp",8310
"Pde1a",295005
"Hrct1",1451
"Zfp426",24197
"Trav12d-1",576
"Asrgl1",25768
"Lhx1",7251
"1700028B04Rik",5163
"Myl12b",17757
"Gm18903",867
"Pla2g1b",8460
"Efhd1",46476
"Gm19880",317
"Gm44076",519
"Pak4",39366
"Gm48172",228
"Nlgn2",14662
"Pla2g4b",9613
"Gm29540",452
"A830009L08Rik",19095
"Gm9750",144018
"Gm31378",5816
"Flywch2",9165
"Snw1",23199
"2610204G07Rik",10063
"Efhd1os",693
"Rps6",2752
"Srek1ip1",46790
"Trav13d-1",576
"Klk8",6249
"Usp20",41307
"Gm16275",5922
"Gm28900",155
"Fpgt",8485
"Gm46192",480
"Gm28240",2052
"Trav14d-1",552
"Sycn",1324
"Gm48144",444
"Olfr211",9130
"Hsfy2",1391
"Olfr1097",5443
"C330022C24Rik",8468
"Dgkb",816513
"Ifnl2",1619
"Gm15309",239
"Gm6740",863
"Odf3",3213
"AC126250.1",1767
"Olfr996",1067
"AC109266.1",1792
"Arl1",13236
"Gm38065",3491
"Gm38321",234
"Olfr1098",3596
"Gm20276",2647
"Prx",20890
"Gm46197",415
"Cfhr1",13219
"Kcnq1",320680
"Npcd",44562
"Nccrp1",3658
"Klk14",5118
"Rspo3",83451
"Gm48002",123
"Aen",15355
"Zyg11a",36310
"Alkbh1",18177
"Gm10415",42037
"Gm7046",14601
"Gm47884",1119
"Gm29009",2838
"Gm7730",453
"Vmn2r66",26902
"Gm15542",1193
"Olfr997-ps1",938
"2310002F09Rik",102749
"Gmfg",10786
"Ric8a",7415
"4931413I07Rik",2384
"Slc12a8",146807
"1700120B22Rik",1085
"Gm48159",79754
"Lhx1os",10171
"H2al2a",541
"Klk9",4866
"Gm38430",1239
"Olfr212",11449
"Nhlh2",5416
"Gm13329",264
"Gm47615",778
"Hmgb1l",570
"Trav15d-1-dv6d-1",637
"Col6a6",140351
"Gm4925",1560
"Gm43943",112
"Klk10",4375
"Anapc16",15726
"Tas2r130",1089
"Usp7",102713
"Trav3d-2",493
"Gm28368",695
"Gsta3",25072
"1700109G15Rik",3456
"Olfr1099",5567
"Sptbn5",44200
"Gm11551",4969
"Trav9d-2",432
"Tas2r107",1031
"Meox1",16864
"Gm15541",5404
"Nptxr",18415
"Gm5264",847
"Ptpru",69831
"Aspa",24604
"2010109A12Rik",6957
"Trav4d-3",501
"Cts8-ps",7470
"Rpl27-ps2",398
"Klk12",4688
"Dusp26",7576
"4930417O22Rik",8152
"Gm28042",15540
"Rps19-ps2",437
"Gm29362",132
"Gm48559",2306
"Trav5d-2",274
"Togaram1",56769
"Cts8",8613
"Sost",4557
"Gm14441",539
"Gm13357",536
"Pdss1",44744
"Kank3",12398
"Slc35c2",11315
"Zyg11b",71372
"Otog",70447
"Gm44817",452
"Klk13",14967
"Nr3c2",345570
"Gm6518",525
"Olfr1100",3925
"Dusp3",15870
"Scgb1c1",1222
"Lrfn1",16262
"Gm28836",21234
"Olfr1101",4930
"Gm49398",40961
"AC171111.1",27904
"March5",14596
"Ascc1",97183
"Jmjd7",5111
"Vmn2r-ps64",522
"Gm44814",433
"4930556M19Rik",75287
"Gm28369",314
"Klk11",4659
"Gm28367",3235
"Gm48592",365
"Gm12927",4453
"Gm8438",626
"AC169675.1",9829
"Gm48594",42633
"Cldn19",7024
"Gm43243",277
"Gm44225",185
"Gm48595",10235
"Gm29115",614
"Smoc2",125284
"Gm8992",501
"Gm8993",982
"Ubald1",5537
"Gm18894",693
"Xrcc6",52250
"Celsr1",134848
"Gm18802",6969
"4933417O13Rik",41852
"Gm13330",7100
"Gm21813",695
"A930004D18Rik",12544
"Gm38095",1401
"Olfr213",5836
"Kcnq1ot1",93091
"Gm20906",24725
"Igkv2-109",731
"Zscan4d",4785
"Igkv1-108",297
"Gm28821",5577
"Gm11448",449
"Gm15508",324
"Gm37364",3919
"Gm44431",412
"Gm20257",3190
"Gm37235",58
"Trav12d-2",627
"Spata17",170817
"Gm14241",939
"Als2cr12",49086
"C230085N15Rik",4326
"4930591E09Rik",6123
"Gm11449",475
"Cpeb3",187310
"Cfap97d1",7985
"Gm36931",4800
"Gm29229",322
"5830444F18Rik",1991
"Trav9d-3",669
"Dnaaf3",9520
"Gm48173",293
"Agl",68167
"4632404M16Rik",2881
"Gm48197",18772
"Gm37248",3173
"Casq2",60099
"E430014B02Rik",3155
"Gm48198",156
"Gm38314",624
"Gm7451",1391
"Trav5d-3",269
"Gm15153",273
"Rfpl4b",1238
"Tas2r137",1072
"Satb1",97103
"Gm45224",413
"Trav12d-3",493
"Gm7461",826
"Gm33320",529
"Kcna1",5987
"Abi1",100168
"Gm6410",10032
"Rps28",5535
"Tnni3",5924
"Gm18080",613
"Sell",22199
"Gm2676",605
"Greb1",130271
"Gm33321",62843
"Gm45869",6300
"Anxa6",54337
"Cox7b",6750
"Kcna5",2861
"Gm2617",16767
"Gm39662",1775
"Gm20659",716
"Gm48715",28642
"Gm18338",559
"Stxbp3-ps",1391
"Sebox",1634
"Amn",5331
"Nkx2-4",2129
"Gm35755",2561
"Gm48713",2845
"BC055308",2537
"4930428E07Rik",61713
"Gm10649",295395
